Source IP,Source Port,Destination IP,Protocol,Timestamp,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
192.168.190.15,38614,192.168.190.10,6,2024-03-21 14:48:30,8090,5071.6400146484375,5,5,344,2443,74.0,66.0,68.8,3.4871191548325386,2171.0,66.0,488.6,841.205706114741,549526.3843550207,1971.7487777359909,0.5635155571831597,0.634257633929909,2.0346641540527344,0.0002384185791015625,4.884004592895508,1.221001148223877,1.03901260823821,2.8183460235595703,0.0002384185791015625,4.754066467285156,1.188516616821289,0.7091078189973775,2.0346641540527344,0.3235340118408203,0,0,0,0,100,100,985.8743888679954,985.8743888679954,66,2171,278.7,630.7754037690436,397877.61,1,0,0,0,0,0,0,0,1.0,278.7,68.8,488.6,100,0.0,0.0,0.0,0.0,0.0,0.0,5,344,5,2443,64240,510,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38618,192.168.190.10,6,2024-03-21 14:48:30,8090,9695.053100585938,5,5,426,3003,154.0,66.0,85.2,34.53925303187665,2731.0,66.0,600.6,1065.2045061864883,353685.53059216996,1031.4538658272675,1.0772281222873263,1.596362724683034,5.138158798217773,0.09131431579589844,9.388923645019531,2.347230911254883,1.9408625185347443,5.138158798217773,0.28586387634277344,9.281635284423828,2.320408821105957,2.0702811055094728,5.62596321105957,0.37598609924316406,0,0,0,0,100,100,515.7269329136337,515.7269329136337,66,2731,342.9,796.4521893999665,634336.0900000001,1,0,0,0,0,0,0,0,1.0,342.9,85.2,600.6,100,0.0,0.0,0.0,0.0,0.0,0.0,5,426,5,3003,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38620,192.168.190.10,6,2024-03-21 14:48:30,8090,8349.418640136719,5,5,380,2505,108.0,66.0,76.0,16.29723902997069,2233.0,66.0,501.0,866.0055427074356,345533.03940605366,1197.688178183895,0.9277131822374132,1.5323263637937463,5.127191543579102,0.000476837158203125,8.16488265991211,2.0412206649780273,2.252759368413551,5.846500396728516,0.000476837158203125,7.967233657836914,1.9918084144592285,1.8789651473015678,5.127191543579102,0.3647804260253906,0,0,0,0,100,100,598.8440890919475,598.8440890919475,66,2233,288.5,648.2837727415364,420271.85,1,0,0,0,0,0,0,0,1.0,288.5,76.0,501.0,100,0.0,0.0,0.0,0.0,0.0,0.0,5,380,5,2505,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38628,192.168.190.10,6,2024-03-21 14:48:30,8090,11560.916900634766,5,5,448,3091,176.0,66.0,89.6,43.31096858764532,2819.0,66.0,618.2,1100.404362041518,306117.5882862446,864.9832955248505,1.2845463222927518,1.6185838396502878,4.37474250793457,0.0002384185791015625,10.988950729370117,2.7472376823425293,2.468947088961718,6.028652191162109,0.0002384185791015625,11.183500289916992,2.795875072479248,2.2261864995211766,5.583524703979492,0.4973411560058594,0,0,0,0,100,100,432.49164776242526,432.49164776242526,66,2819,353.9,822.3364822261019,676237.29,1,0,0,0,0,0,0,0,1.0,353.9,89.6,618.2,100,0.0,0.0,0.0,0.0,0.0,0.0,5,448,5,3091,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38644,192.168.190.10,6,2024-03-21 14:48:30,8090,8184.194564819336,5,5,455,3133,183.0,66.0,91.0,46.10422974088169,2861.0,66.0,626.6,1117.204296447163,438405.9997086841,1221.8673347510705,0.9093549516465929,1.063707550458476,3.780364990234375,0.0002384185791015625,7.806539535522461,1.9516348838806152,1.7634840760343615,4.808664321899414,0.0002384185791015625,7.540702819824219,1.8851757049560547,1.1165784416765523,3.780364990234375,1.0025501251220703,0,0,0,0,100,100,610.9336673755353,610.9336673755353,66,2861,358.8,834.7768324528417,696852.3599999998,1,0,0,0,0,0,0,0,1.0,358.8,91.0,626.6,100,0.0,0.0,0.0,0.0,0.0,0.0,5,455,5,3133,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38648,192.168.190.10,6,2024-03-21 14:48:30,8090,7433.176040649414,5,5,506,2703,234.0,66.0,101.2,66.47224984909117,2431.0,66.0,540.6,945.2050782766669,431713.1711197357,1345.3199473971197,0.825908448961046,1.1121842600675007,3.710031509399414,0.000476837158203125,7.268190383911133,1.8170475959777832,1.8237235519072903,4.834413528442383,0.000476837158203125,7.148981094360352,1.787245273590088,1.16283617143635,3.710031509399414,0.7638931274414062,0,0,0,0,100,100,672.6599736985598,672.6599736985598,66,2431,320.9,705.1125371173028,497183.6899999998,1,0,0,0,0,0,0,0,1.0,320.9,101.2,540.6,100,0.0,0.0,0.0,0.0,0.0,0.0,5,506,5,2703,64240,508,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38664,192.168.190.10,6,2024-03-21 14:48:30,8090,6899.118423461914,5,5,350,2509,78.0,66.0,70.0,5.059644256269407,2237.0,66.0,501.8,867.6055324858182,414400.7718837474,1449.460552234164,0.7665687137179904,0.9429705863212591,3.1821727752685547,0.09942054748535156,6.583213806152344,1.645803451538086,1.4120650569829951,3.9587020874023438,0.2663135528564453,6.554841995239258,1.6387104988098145,1.1347611904591226,3.1821727752685547,0.3173351287841797,0,0,0,0,100,100,724.730276117082,724.730276117082,66,2237,285.9,650.3808807152928,422995.2899999999,1,0,0,0,0,0,0,0,1.0,285.9,70.0,501.8,100,0.0,0.0,0.0,0.0,0.0,0.0,5,350,5,2509,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38672,192.168.190.10,6,2024-03-21 14:48:30,8090,51802.873611450195,5,5,391,849,119.0,66.0,78.2,20.63395260244629,577.0,66.0,169.8,203.62357427370733,23936.896035935693,193.03948416077174,5.755874845716688,13.710655516475882,44.32368278503418,0.0002384185791015625,51.58424377441406,12.896060943603516,18.998844243103143,45.64857482910156,0.0002384185791015625,51.40280723571777,12.850701808929443,18.277119496466508,44.32368278503418,0.5271434783935547,0,0,0,0,100,100,96.51974208038587,96.51974208038587,66,577,124.0,151.79525684289348,23041.8,1,0,0,0,0,0,0,0,1.0,124.0,78.2,169.8,100,0.0,0.0,0.0,0.0,0.0,0.0,5,391,5,849,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38682,192.168.190.10,6,2024-03-21 14:48:30,8090,12269.735336303711,5,5,347,2449,75.0,66.0,69.4,4.176122603564219,2177.0,66.0,489.8,843.6056898812383,227877.77595554088,815.0135048481433,1.3633039262559679,2.345637751547456,7.817983627319336,0.000476837158203125,12.098073959350586,3.0245184898376465,3.3745021498847745,8.739709854125977,0.000476837158203125,11.710166931152344,2.927541732788086,2.9157684201694334,7.817983627319336,0.42057037353515625,0,0,0,0,100,100,407.50675242407164,407.50675242407164,66,2177,279.6,632.4776992116007,400028.04,1,0,0,0,0,0,0,0,1.0,279.6,69.4,489.8,100,0.0,0.0,0.0,0.0,0.0,0.0,5,347,5,2449,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38690,192.168.190.10,6,2024-03-21 14:48:30,8090,6778.240203857422,5,5,389,2725,117.0,66.0,77.8,19.84338680769994,2453.0,66.0,545.0,954.0050314332728,459411.27879001055,1475.3091804431938,0.7531378004286025,0.9364548138658605,3.1890869140625,0.00095367431640625,6.622314453125,1.65557861328125,1.464360012971677,4.019021987915039,0.00095367431640625,6.293296813964844,1.573324203491211,1.0788431352010646,3.1890869140625,0.25010108947753906,0,0,0,0,100,100,737.6545902215969,737.6545902215969,66,2453,311.4,714.0228567770082,509828.64,1,0,0,0,0,0,0,0,1.0,311.4,77.8,545.0,100,0.0,0.0,0.0,0.0,0.0,0.0,5,389,5,2725,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38700,192.168.190.10,6,2024-03-21 14:48:30,8090,5826.711654663086,5,5,352,2519,80.0,66.0,70.4,5.71314274283428,2247.0,66.0,503.8,871.6055070959568,492730.7493759974,1716.2338884569745,0.6474124060736762,0.7178587623068444,2.2487640380859375,0.000476837158203125,5.451202392578125,1.3628005981445312,1.0951878819592737,2.9773712158203125,0.000476837158203125,5.50079345703125,1.3751983642578125,0.8773480900496174,2.2487640380859375,0.3273487091064453,0,0,0,0,100,100,858.1169442284872,858.1169442284872,66,2247,287.1,653.3171435068882,426823.29000000004,1,0,0,0,0,0,0,0,1.0,287.1,70.4,503.8,100,0.0,0.0,0.0,0.0,0.0,0.0,5,352,5,2519,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38710,192.168.190.10,6,2024-03-21 14:48:30,8090,9016.51382446289,5,5,561,2345,289.0,66.0,112.2,88.45428197662339,2073.0,66.0,469.0,802.0059850150745,322297.5150457454,1109.0761013274102,1.0018348693847656,1.1963925915247065,3.8509368896484375,0.000476837158203125,8.86845588684082,2.217113971710205,1.4369724060239675,3.8509368896484375,0.000476837158203125,8.552074432373047,2.1380186080932617,1.4434774264432542,4.378795623779297,0.3559589385986328,0,0,0,0,100,100,554.5380506637051,554.5380506637051,66,2073,290.6,597.7837736171834,357345.44000000006,1,0,0,0,0,0,0,0,1.0,290.6,112.2,469.0,100,0.0,0.0,0.0,0.0,0.0,0.0,5,561,5,2345,64240,508,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38720,192.168.190.10,6,2024-03-21 14:48:30,8090,5510.3302001953125,5,5,354,2499,82.0,66.0,70.8,6.3999999999999995,2227.0,66.0,499.8,863.6055581108774,517754.81619937695,1814.773277950848,0.6122589111328125,0.7253010503428715,2.4650096893310547,0.000476837158203125,5.359411239624023,1.3398528099060059,1.1735743325455221,3.227710723876953,0.000476837158203125,5.189180374145508,1.297295093536377,0.8221959395711612,2.4650096893310547,0.23484230041503906,0,0,0,0,100,100,907.386638975424,907.386638975424,66,2227,285.3,647.2542081748098,418938.01000000007,1,0,0,0,0,0,0,0,1.0,285.3,70.8,499.8,100,0.0,0.0,0.0,0.0,0.0,0.0,5,354,5,2499,64240,509,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.10,8090,192.168.190.15,6,2024-03-21 14:48:30,38744,6678.342819213867,4,2,2505,132,2307.0,66.0,626.25,970.3814649404635,66.0,66.0,66.0,0.0,394858.43590018206,898.4264753132697,1.3356685638427734,1.6462770078047668,4.474401473999023,0.1583099365234375,6.678342819213867,2.226114273071289,1.6973739624696718,4.474401473999023,0.37360191345214844,1.5025138854980469,1.5025138854980469,0.0,1.5025138854980469,1.5025138854980469,0,0,0,0,80,40,598.9509835421799,299.47549177108993,66,2307,439.5,835.1713895961715,697511.25,1,0,0,0,0,0,0,0,0.5,439.5,626.25,66.0,80,0.0,0.0,0.0,0.0,0.0,0.0,4,2505,2,132,509,501,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,38782,192.168.190.10,6,2024-03-21 14:48:30,8090,6999.015808105469,4,3,272,2873,74.0,66.0,68.0,3.4641016151377544,2741.0,66.0,957.6666666666666,1261.0070931160099,449348.89221964846,1000.1406186128901,1.1665026346842449,1.2744723642155311,3.873109817504883,0.2315044403076172,6.675958633422852,2.2253195444742837,1.5906602121531146,4.451513290405273,0.8323192596435547,2.2935867309570312,1.1467933654785156,0.7998943328857422,1.9466876983642578,0.34689903259277344,0,0,0,0,80,60,571.5089249216514,428.6316936912386,66,2741,449.2857142857143,935.592511160054,875333.3469387757,1,0,0,0,0,0,0,0,0.75,449.2857142857143,68.0,957.6666666666666,80,0.0,0.0,0.0,0.0,0.0,0.0,4,272,3,2873,64240,508,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,33082,192.168.190.10,6,2024-03-21 14:48:30,22,593.4238433837891,2,1,134,74,74.0,60.0,67.0,7.0,74.0,74.0,74.0,0.0,350508.32944957813,5055.408597830454,0.29671192169189453,0.2225637435913086,0.5192756652832031,0.07414817810058594,0.5934238433837891,0.5934238433837891,0.0,0.5934238433837891,0.5934238433837891,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3370.272398553636,1685.136199276818,60,74,69.33333333333333,6.599663291074444,43.555555555555564,1,0,0,0,0,0,0,0,0.5,69.33333333333333,67.0,74.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,134,1,74,1,65160,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,33083,192.168.190.10,6,2024-03-21 14:48:30,22,983.4766387939453,2,1,134,74,74.0,60.0,67.0,7.0,74.0,74.0,74.0,0.0,211494.6016969697,3050.402909090909,0.49173831939697266,0.40662288665771484,0.8983612060546875,0.08511543273925781,0.9834766387939453,0.9834766387939453,0.0,0.9834766387939453,0.9834766387939453,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,2033.6019393939393,1016.8009696969697,60,74,69.33333333333333,6.599663291074444,43.555555555555564,1,0,0,0,0,0,0,0,0.5,69.33333333333333,67.0,74.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,134,1,74,63,65160,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,33084,192.168.190.10,6,2024-03-21 14:48:30,22,671.1483001708984,2,1,134,74,74.0,60.0,67.0,7.0,74.0,74.0,74.0,0.0,309916.6010657194,4469.950976909414,0.3355741500854492,0.24235248565673828,0.5779266357421875,0.09322166442871094,0.6711483001708984,0.6711483001708984,0.0,0.6711483001708984,0.6711483001708984,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,2979.967317939609,1489.9836589698045,60,74,69.33333333333333,6.599663291074444,43.555555555555564,1,0,0,0,0,0,0,0,0.5,69.33333333333333,67.0,74.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,134,1,74,4,65160,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,33085,192.168.190.10,6,2024-03-21 14:48:30,22,594.8543548583984,2,1,130,74,70.0,60.0,65.0,5.0,74.0,74.0,74.0,0.0,342941.0885771543,5043.25130260521,0.2974271774291992,0.16558170318603516,0.4630088806152344,0.13184547424316406,0.5948543548583984,0.5948543548583984,0.0,0.5948543548583984,0.5948543548583984,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3362.1675350701403,1681.0837675350701,60,74,68.0,5.887840577551898,34.666666666666664,1,0,0,0,0,0,0,0,0.5,68.0,65.0,74.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,130,1,74,4,65160,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,33086,192.168.190.10,6,2024-03-21 14:48:30,22,487.0891571044922,2,1,134,74,74.0,60.0,67.0,7.0,74.0,74.0,74.0,0.0,427026.54527655407,6159.03671071953,0.2435445785522461,0.14793872833251953,0.3914833068847656,0.09560585021972656,0.4870891571044922,0.4870891571044922,0.0,0.4870891571044922,0.4870891571044922,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,4106.02447381302,2053.01223690651,60,74,69.33333333333333,6.599663291074444,43.555555555555564,1,0,0,0,0,0,0,0,0.5,69.33333333333333,67.0,74.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,134,1,74,16,65160,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,33087,192.168.190.10,6,2024-03-21 14:48:30,22,971.7941284179688,2,1,130,70,70.0,60.0,65.0,5.0,70.0,70.0,70.0,0.0,205804.90677134445,3087.073601570167,0.4858970642089844,0.31948089599609375,0.8053779602050781,0.16641616821289062,0.9717941284179688,0.9717941284179688,0.0,0.9717941284179688,0.9717941284179688,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,2058.0490677134444,1029.0245338567222,60,70,66.66666666666667,4.714045207910316,22.222222222222218,1,0,0,0,0,0,0,0,0.5,66.66666666666667,65.0,70.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,130,1,70,512,65160,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.190.15,33094,192.168.190.10,6,2024-03-21 14:48:30,22,640.869140625,2,1,126,66,66.0,60.0,63.0,3.0,66.0,66.0,66.0,0.0,299593.14285714284,4681.142857142857,0.3204345703125,0.22029876708984375,0.5407333374023438,0.10013580322265625,0.640869140625,0.640869140625,0.0,0.640869140625,0.640869140625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3120.7619047619046,1560.3809523809523,60,66,64.0,2.8284271247461903,8.0,1,0,0,0,0,0,0,0,0.5,64.0,63.0,66.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,126,1,66,3,64240,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
